Ann. Return,Max DD,Turnover,Fitness,Threshold,Ticker,Accuracy
0.0165,0.3765,57,-0.9013,0.56,CCHHL,0.7283
0.0519,0.3781,69,-0.9013,0.58,JNKINDIA,0.8057
0.0564,0.4004,55,-0.9015,0.58,VOLTAMP,0.7943
0.0436,0.3891,60,-0.906,0.56,VASCONEQ,0.7029
-0.0719,0.3622,39,-0.9083,0.58,UYFINCORP,0.8161
0.0276,0.3794,62,-0.9084,0.54,SANATHAN,0.7714
0.2094,0.4513,75,-0.9089,0.58,ABMINTLLTD,0.7471
-0.0709,0.3519,47,-0.9097,0.58,PDSL,0.7241
0.0879,0.4053,66,-0.9101,0.58,INTELLECT,0.7443
-0.0204,0.3677,54,-0.9102,0.58,ONELIFECAP,0.8457
0.1401,0.4481,54,-0.9104,0.58,RADIANTCMS,0.7829
-0.0133,0.3642,59,-0.9113,0.58,RPPL,0.7759
0.1491,0.4393,63,-0.9116,0.58,AGRITECH,0.763
-0.0299,0.3502,64,-0.9141,0.58,RADHIKAJWE,0.7414
-0.0048,0.3455,76,-0.9142,0.56,PALASHSECU,0.7356
0.0309,0.382,64,-0.9149,0.58,UNIECOM,0.7386
-0.0187,0.3693,55,-0.9153,0.56,DALMIASUG,0.7241
0.2521,0.4966,61,-0.9154,0.58,ONIDA,0.7486
0.0444,0.3993,56,-0.916,0.58,SUPRIYA,0.7919
-0.0334,0.3679,53,-0.9198,0.58,MANAPPURAM,0.7727
0.0933,0.4096,68,-0.9201,0.58,VGL,0.7314
0.0756,0.4119,60,-0.9206,0.58,OMAXAUTO,0.7701
0.1717,0.4465,69,-0.9207,0.58,VISHWARAJ,0.7514
0.0643,0.398,66,-0.9214,0.58,ATAM,0.7586
-0.0242,0.3649,58,-0.9217,0.58,ATLASCYCLE,0.7803
0.0492,0.3896,68,-0.9232,0.58,KMEW,0.7898
0.0172,0.3959,52,-0.925,0.58,ROSSELLIND,0.8035
0.0157,0.3979,51,-0.9251,0.58,ASIANPAINT,0.767
0.0039,0.3802,59,-0.9261,0.56,ARFIN,0.7816
-0.0533,0.3637,51,-0.9263,0.58,UJJIVANSFB,0.7714
-0.0509,0.3593,56,-0.9294,0.58,HNDFDS,0.7829
0.0543,0.4151,54,-0.932,0.58,SUPREMEINF,0.7861
-0.0523,0.3616,55,-0.9336,0.58,VHL,0.8046
0.2134,0.4805,66,-0.9351,0.5,ELECON,0.6932
-0.0772,0.3555,51,-0.9357,0.58,AMBICAAGAR,0.815
-0.0698,0.3324,70,-0.9358,0.58,HPIL,0.7471
0.249,0.5088,59,-0.9391,0.58,BGRENERGY,0.7225
-0.0374,0.3799,50,-0.94,0.58,HERITGFOOD,0.7314
0.0397,0.3834,74,-0.9409,0.58,MAXIND,0.7225
0.0874,0.4144,70,-0.9415,0.58,PVP,0.7543
-0.079,0.353,55,-0.9422,0.58,CCL,0.7714
-0.0355,0.3668,62,-0.9453,0.58,GTL,0.733
-0.0445,0.3829,47,-0.9454,0.58,NAHARSPING,0.7816
-0.059,0.3704,51,-0.9463,0.58,ASTRAZEN,0.7356
0.0402,0.4024,63,-0.9466,0.58,CAPTRUST,0.8092
0.0448,0.4169,55,-0.948,0.58,LANCORHOL,0.7919
0.0664,0.4462,43,-0.9488,0.58,HEXT,0.7429
-0.0164,0.3947,50,-0.9495,0.58,3PLAND,0.8161
0.171,0.4609,70,-0.9508,0.56,ISHANCH,0.7714
0.0434,0.4062,64,-0.9519,0.58,SMLT,0.72
0.0277,0.394,67,-0.9529,0.58,TARACHAND,0.7529
0.0722,0.4353,54,-0.9536,0.54,ODIGMA,0.7299
0.1375,0.4829,44,-0.954,0.58,KHADIM,0.76
-0.0771,0.3845,38,-0.9552,0.58,MATRIMONY,0.7931
-0.0709,0.353,62,-0.956,0.58,KAUSHALYA,0.7688
0.1813,0.4725,67,-0.9563,0.58,ELIN,0.6954
0.0622,0.426,58,-0.9565,0.58,ARCHIDPLY,0.7529
-0.0615,0.3554,64,-0.9574,0.56,CREST,0.7803
-0.0631,0.3902,40,-0.9585,0.58,ARROWGREEN,0.7816
-0.0259,0.3913,53,-0.9592,0.58,POONAWALLA,0.7386
0.039,0.4171,58,-0.9618,0.58,RATNAMANI,0.7414
-0.0332,0.3912,52,-0.9633,0.58,MCX,0.8182
0.057,0.4068,72,-0.9635,0.58,TOUCHWOOD,0.7184
-0.0067,0.3934,60,-0.964,0.58,HINDZINC,0.75
-0.0332,0.3942,50,-0.9645,0.58,ORCHPHARMA,0.76
-0.0521,0.3829,51,-0.9646,0.58,SATIN,0.8046
0.0918,0.4589,48,-0.9647,0.58,SGL,0.7688
0.0689,0.4251,64,-0.9652,0.58,JITFINFRA,0.7126
-0.0085,0.3899,62,-0.9654,0.56,TSFINV,0.7257
-0.0731,0.3706,54,-0.9685,0.58,TVTODAY,0.7314
-0.0735,0.384,44,-0.9686,0.58,ADROITINFO,0.8382
-0.0862,0.3728,48,-0.969,0.52,INDOBORAX,0.7314
0.2238,0.5157,57,-0.9705,0.56,VPRPL,0.6971
0.1229,0.4577,62,-0.9706,0.58,BASML,0.7701
-0.0612,0.3565,68,-0.9708,0.58,JAYAGROGN,0.7399
0.0126,0.3898,71,-0.9709,0.58,LGHL,0.7126
0.0754,0.4317,64,-0.9719,0.58,PENIND,0.7586
-0.0505,0.3884,51,-0.9722,0.58,PNGJL,0.7273
0.2267,0.5033,68,-0.9731,0.52,ANTELOPUS,0.7386
0.0629,0.4576,42,-0.9737,0.58,RADIOCITY,0.8324
-0.0618,0.3785,54,-0.9739,0.56,KCP,0.6954
-0.0447,0.3856,56,-0.9759,0.58,SURAKSHA,0.7829
-0.0124,0.3808,71,-0.9767,0.58,CSBBANK,0.7371
0.1143,0.4566,62,-0.977,0.56,LORDSCHLO,0.7529
-0.0238,0.3888,62,-0.9775,0.58,BLACKBUCK,0.7614
0.0218,0.4082,65,-0.9792,0.58,RAYMONDLSL,0.6932
0.0085,0.4072,60,-0.9794,0.56,DICIND,0.8266
-0.0757,0.4076,31,-0.9796,0.58,INDIGOPNTS,0.7086
0.093,0.4334,72,-0.9807,0.58,CELEBRITY,0.7874
-0.0268,0.3831,65,-0.9808,0.58,HINDWAREAP,0.7052
-0.0748,0.3579,66,-0.9813,0.58,MMP,0.7861
0.0459,0.4114,72,-0.9839,0.56,NATCAPSUQ,0.7299
0.0277,0.434,50,-0.984,0.58,UNIVPHOTO,0.8046
-0.0567,0.3685,67,-0.9852,0.58,JMFINANCIL,0.7257
0.0297,0.3955,79,-0.9857,0.52,SYNGENE,0.6705
-0.0691,0.3931,46,-0.9868,0.58,JSWDULUX,0.7886
-0.023,0.3791,72,-0.9869,0.58,SAKHTISUG,0.7486
-0.0918,0.3542,65,-0.988,0.58,QMSMEDI,0.7283
0.0698,0.4477,58,-0.9903,0.56,VIRINCHI,0.7216
-0.0265,0.382,70,-0.9905,0.58,NILAINFRA,0.6743
0.2281,0.5176,64,-0.9911,0.58,AVONMORE,0.7356
-0.0318,0.4101,49,-0.9912,0.56,RPTECH,0.8182
-0.0538,0.3911,54,-0.9921,0.58,WIPL,0.8035
-0.0927,0.401,34,-0.9924,0.58,ETHOSLTD,0.7586
-0.0552,0.3821,61,-0.9927,0.56,RENUKA,0.7102
-0.0764,0.3853,51,-0.9928,0.58,SIYSIL,0.76
0.2013,0.4943,72,-0.9931,0.58,CAMLINFINE,0.72
0.0403,0.4495,47,-0.9931,0.56,KOTYARK,0.7829
0.0889,0.4558,61,-0.9961,0.56,XPROINDIA,0.767
0.1136,0.4682,60,-0.9963,0.58,KARMAENG,0.7341
0.137,0.4876,56,-0.9973,0.56,ARIS,0.733
-0.0589,0.3908,56,-1.0004,0.58,ROLEXRINGS,0.76
-0.0642,0.3794,63,-1.0019,0.58,BHARATSE,0.75
0.0897,0.4917,38,-1.0029,0.56,AAKASH,0.8276
0.0347,0.4206,69,-1.0035,0.58,THOMASCOTT,0.7143
0.2491,0.5327,66,-1.0049,0.58,BELLACASA,0.7429
-0.0445,0.396,60,-1.0069,0.56,SANSTAR,0.7784
-0.1043,0.3822,49,-1.0112,0.54,DIAMONDYD,0.7733
-0.0299,0.4056,60,-1.0126,0.58,GLOBECIVIL,0.7486
0.0738,0.4511,64,-1.0132,0.54,SALONA,0.8208
0.3206,0.5541,79,-1.0134,0.58,INFOBEAN,0.6971
0.0182,0.4253,64,-1.0141,0.58,PANACEABIO,0.7216
0.0882,0.4506,70,-1.0142,0.58,HGM,0.7644
-0.0703,0.3884,59,-1.0178,0.58,DHANUKA,0.7514
-0.0957,0.3888,51,-1.0189,0.58,THELEELA,0.8057
-0.0566,0.4056,53,-1.0191,0.56,BOROSCI,0.7314
-0.018,0.434,47,-1.0194,0.56,INFY,0.6818
-0.0152,0.4169,60,-1.0204,0.56,GALAPREC,0.7714
-0.0414,0.4012,62,-1.0218,0.58,CINEVISTA,0.7701
0.0594,0.4492,64,-1.0219,0.58,GTPL,0.7771
0.0215,0.4504,50,-1.0221,0.58,SARVESHWAR,0.6971
0.2207,0.5243,69,-1.0261,0.58,REPL,0.7126
0.1123,0.487,58,-1.0292,0.58,PFOCUS,0.7572
-0.0194,0.4114,65,-1.03,0.58,BTML,0.7341
-0.0517,0.413,53,-1.03,0.58,JOCIL,0.7759
0.0275,0.4391,62,-1.031,0.56,ZODIAC,0.7267
-0.0885,0.3919,56,-1.0313,0.58,PATANJALI,0.75
0.0505,0.4288,78,-1.0313,0.58,WEWIN,0.7471
0.0551,0.4552,62,-1.0325,0.58,JINDRILL,0.7086
0.1394,0.4922,66,-1.0358,0.58,AARON,0.7803
-0.0938,0.4049,46,-1.0358,0.58,GCSL,0.8218
0.0881,0.4533,76,-1.0382,0.56,TFL,0.7457
0.0839,0.4556,73,-1.0383,0.58,BANKA,0.7457
0.0428,0.4456,66,-1.0391,0.58,PRITI,0.7514
0.0696,0.4843,50,-1.0428,0.58,DPSCLTD,0.7989
-0.073,0.4172,48,-1.0444,0.58,MARKSANS,0.7886
0.1024,0.4856,62,-1.047,0.58,CHEMBOND,0.7644
0.11,0.4984,56,-1.0487,0.58,INTENTECH,0.7457
0.061,0.4452,76,-1.0491,0.58,ARVEE,0.6994
-0.0212,0.4408,52,-1.0505,0.58,TRENT,0.7273
-0.0462,0.4281,52,-1.0518,0.56,MANGALAM,0.7874
-0.0314,0.4148,67,-1.0535,0.56,SPAL,0.7701
-0.0582,0.4263,51,-1.0557,0.58,HCLTECH,0.733
-0.0821,0.4195,48,-1.0583,0.58,AFIL,0.7143
0.0797,0.4854,59,-1.0617,0.58,SHIVAMILLS,0.7919
-0.091,0.4211,45,-1.0618,0.58,KOTARISUG,0.8114
0.0382,0.4681,58,-1.0628,0.56,TARIL,0.733
0.0456,0.4646,63,-1.0637,0.58,SHARDACROP,0.72
0.0111,0.4457,64,-1.0643,0.58,LIKHITHA,0.7356
-0.0075,0.4394,62,-1.0645,0.58,GRMOVER,0.7586
-0.0504,0.4397,48,-1.0663,0.52,WELSPUNLIV,0.7955
0.0288,0.4541,66,-1.0679,0.58,GLOBALE,0.8457
-0.0045,0.4583,52,-1.0688,0.58,SHAILY,0.7727
-0.0162,0.4335,65,-1.0689,0.56,CARTRADE,0.7257
0.0895,0.4817,68,-1.0694,0.58,EMAMIREAL,0.7011
-0.033,0.4309,61,-1.0702,0.58,LOVABLE,0.7356
-0.0539,0.4168,64,-1.0725,0.58,HITECHGEAR,0.7688
0.135,0.5135,63,-1.0731,0.58,RAJTV,0.7184
-0.0273,0.4303,65,-1.0736,0.58,POKARNA,0.6743
0.0121,0.4619,57,-1.0745,0.58,AKSHAR,0.7371
-0.0588,0.4228,60,-1.0769,0.58,MKPL,0.7931
-0.0346,0.4332,62,-1.0781,0.54,SPLPETRO,0.7029
-0.0562,0.4186,64,-1.0783,0.58,SHRADHA,0.7688
-0.1032,0.4154,50,-1.0786,0.58,ALANKIT,0.7803
-0.1096,0.3778,74,-1.0791,0.58,MEDPLUS,0.7572
0.084,0.4983,58,-1.0792,0.58,SIKKO,0.7414
0.0605,0.4782,64,-1.0798,0.54,KHAICHEM,0.7069
-0.1235,0.4062,51,-1.0824,0.58,PGIL,0.7126
0.1749,0.5517,54,-1.0828,0.58,TRIVENI,0.8171
-0.0209,0.4308,71,-1.0842,0.58,PARACABLES,0.75
0.0768,0.4887,64,-1.0855,0.58,DTIL,0.7514
0.0028,0.4796,45,-1.0863,0.58,HMVL,0.8208
-0.111,0.4159,50,-1.0866,0.58,ROML,0.7989
0.0759,0.4914,63,-1.0878,0.52,FAZE3Q,0.7529
0.6488,0.8098,42,-1.0908,0.52,FILATFASH,0.8057
0.3134,0.6265,53,-1.0918,0.58,PRAXIS,0.6954
0.0238,0.4686,62,-1.0926,0.58,MANUGRAPH,0.7399
-0.0223,0.4647,50,-1.0962,0.58,AROGRANITE,0.7688
-0.0415,0.4542,53,-1.1032,0.58,INSPIRISYS,0.7919
-0.002,0.4619,62,-1.1049,0.58,TIPSFILMS,0.7283
-0.0038,0.4648,62,-1.1105,0.58,INDOUS,0.7371
-0.0449,0.45,58,-1.1117,0.58,CUBEXTUB,0.7241
-0.1003,0.4091,67,-1.1121,0.56,CYBERMEDIA,0.763
-0.067,0.4396,58,-1.1128,0.56,BODALCHEM,0.7529
0.4564,0.7136,50,-1.1138,0.56,VLEGOV,0.7429
-0.0239,0.4554,64,-1.1164,0.54,BCG,0.6875
-0.0874,0.4196,66,-1.1173,0.58,KKCL,0.7572
0.1593,0.5426,68,-1.1202,0.58,RSSOFTWARE,0.6686
0.0564,0.4846,72,-1.121,0.54,KREBSBIO,0.7225
-0.122,0.4366,44,-1.1215,0.58,JAGSNPHARM,0.7816
0.0107,0.4654,70,-1.1223,0.58,CHEMFAB,0.815
0.1494,0.5514,60,-1.1239,0.58,RGL,0.8068
0.1454,0.5606,53,-1.1281,0.58,GANGAFORGE,0.7471
0.1599,0.5689,52,-1.1282,0.56,RACE,0.8208
0.2861,0.6234,59,-1.1301,0.58,BETA,0.7989
0.0374,0.5034,56,-1.1303,0.58,PROZONER,0.7586
-0.4772,0.2436,7,-1.1311,0.5,ANDREWYU,0.5238
-0.0666,0.4903,30,-1.1329,0.58,KAPSTON,0.8571
-0.0438,0.4619,58,-1.1333,0.58,SENCO,0.7429
-0.1265,0.4202,59,-1.1375,0.5,YASHO,0.7688
0.0339,0.4968,62,-1.1389,0.52,VIVIANA,0.7168
-0.0795,0.4575,50,-1.139,0.58,MAHASTEEL,0.7919
0.1879,0.585,55,-1.1393,0.58,TERASOFT,0.7314
0.0703,0.5254,56,-1.1423,0.58,TREL,0.815
-0.0313,0.4857,49,-1.1442,0.58,DCI,0.7572
-0.1205,0.4395,51,-1.1444,0.58,APOLLOPIPE,0.7557
-0.1129,0.4567,42,-1.1456,0.58,IDFCFIRSTB,0.7898
-0.0944,0.4546,50,-1.1473,0.58,KOHINOOR,0.7471
-0.0485,0.4697,56,-1.1478,0.58,MAXESTATES,0.7543
0.0424,0.5006,66,-1.1485,0.56,ARTNIRMAN,0.7529
-0.0193,0.4642,70,-1.1499,0.58,INNOVANA,0.7341
-0.047,0.4801,50,-1.1508,0.58,SATIA,0.7126
-0.1449,0.4393,45,-1.1521,0.58,AETHER,0.8343
0.0265,0.5131,53,-1.1521,0.58,OILCOUNTUB,0.7529
-0.0134,0.4724,68,-1.1536,0.56,NAGREEKEXP,0.7241
-0.0747,0.4567,58,-1.1538,0.58,JUBLPHARMA,0.76
-0.0962,0.453,53,-1.1545,0.58,DIGISPICE,0.8103
-0.0469,0.462,64,-1.1559,0.58,SRGHFL,0.7572
0.0646,0.5156,66,-1.1563,0.58,MUKTAARTS,0.7414
0.012,0.4929,63,-1.1569,0.58,GUJRAFFIA,0.7674
0.0419,0.4966,73,-1.1598,0.58,RKEC,0.6914
-0.1121,0.441,58,-1.1616,0.58,GARFIBRES,0.7399
-0.0938,0.4529,57,-1.1626,0.58,BERGEPAINT,0.7086
-0.0451,0.4974,43,-1.1628,0.58,DCMNVL,0.8057
-0.0365,0.4863,54,-1.1635,0.58,PARADEEP,0.7543
0.2221,0.585,76,-1.165,0.56,XTGLOBAL,0.76
-0.0121,0.4982,56,-1.1677,0.58,IRMENERGY,0.733
0.2487,0.61,68,-1.1677,0.58,SUMIT,0.711
-0.139,0.4342,57,-1.1703,0.56,ZFCVINDIA,0.6629
0.0145,0.5019,63,-1.1713,0.58,MHLXMIRU,0.7919
-0.0524,0.4816,55,-1.1727,0.58,MPHASIS,0.7314
-0.0317,0.4925,56,-1.1766,0.58,AWHCL,0.6743
-0.0109,0.5001,58,-1.1778,0.58,ANIKINDS,0.7931
-0.0937,0.4497,65,-1.1788,0.58,GODAVARIB,0.6686
0.1208,0.5813,48,-1.179,0.58,PRABHA,0.7657
0.1343,0.5697,61,-1.1814,0.58,LOYALTEX,0.7283
-0.0801,0.4601,64,-1.182,0.58,TEMBO,0.7727
0.2194,0.5967,73,-1.1838,0.56,SUPREME,0.6782
0.0914,0.5633,52,-1.1846,0.54,INDOWIND,0.7414
-0.035,0.4975,54,-1.1861,0.58,TNTELE,0.8208
-0.0433,0.4765,67,-1.1865,0.58,AIIL,0.7045
0.3151,0.6545,67,-1.1866,0.58,HILTON,0.7126
-0.1136,0.453,59,-1.1882,0.58,MOTOGENFIN,0.7657
-0.14,0.4496,52,-1.1896,0.58,EMMBI,0.763
0.0247,0.5378,48,-1.1896,0.58,SVPGLOB,0.7572
-0.0328,0.4933,63,-1.1984,0.58,MUTHOOTFIN,0.733
0.0025,0.5119,62,-1.1985,0.56,RVTH,0.7429
-0.1014,0.4707,54,-1.1989,0.58,AIROLAM,0.7861
0.628,0.838,53,-1.1995,0.54,SADHNANIQ,0.7829
-0.0651,0.5009,46,-1.1999,0.58,CNL,0.7919
-0.0072,0.5074,63,-1.201,0.58,PLATIND,0.7273
-0.1034,0.467,57,-1.2011,0.56,MEDICO,0.7701
0.0759,0.5247,81,-1.205,0.58,GATECH,0.7486
-0.0675,0.4871,58,-1.2065,0.58,SHOPERSTOP,0.7557
-0.1234,0.4439,68,-1.2066,0.56,LINC,0.7126
0.0786,0.5503,64,-1.2069,0.58,BOHRAIND,0.7399
-0.0755,0.4637,72,-1.2086,0.58,GMRP&UI,0.7257
-0.0958,0.4704,60,-1.209,0.58,LPDC,0.7874
0.052,0.5358,66,-1.2104,0.56,PRUDMOULI,0.7457
-0.0324,0.5031,60,-1.2109,0.58,ACCURACY,0.7471
-0.1172,0.4796,48,-1.2144,0.58,BALPHARMA,0.7874
-0.0631,0.4735,71,-1.2153,0.52,PANSARI,0.7168
-0.0419,0.5107,54,-1.2176,0.58,SRM,0.7371
0.0282,0.5285,66,-1.2195,0.58,SHEMAROO,0.763
-0.127,0.469,54,-1.2202,0.58,SNOWMAN,0.7069
-0.0207,0.5175,58,-1.2224,0.58,TTL,0.8218
-0.1363,0.4659,54,-1.2224,0.58,SINCLAIR,0.7714
-0.1195,0.4725,56,-1.2263,0.58,BANARBEADS,0.815
-0.0438,0.5159,52,-1.2268,0.58,AKASH,0.8081
-0.0204,0.5185,61,-1.2316,0.58,AEROENTER,0.7543
-0.0043,0.5241,62,-1.2317,0.58,SIMPLEXINF,0.6994
-0.0851,0.4742,70,-1.2335,0.58,CPEDU,0.72
-0.1008,0.4731,66,-1.2355,0.58,THOMASCOOK,0.64
-0.0449,0.5293,46,-1.2357,0.58,NINSYS,0.8448
0.0955,0.5918,52,-1.2375,0.56,ESSENTIA,0.6897
0.0525,0.5658,55,-1.2391,0.58,LASA,0.75
-0.0634,0.5111,54,-1.2408,0.58,BIOFILCHEM,0.7989
-0.066,0.5116,54,-1.2443,0.58,SETUINFRA,0.7586
-0.1318,0.4771,56,-1.2478,0.58,HDIL,0.711
0.0837,0.5863,55,-1.2478,0.58,FMNL,0.7688
-0.0119,0.5246,66,-1.2497,0.56,BHAGYANGR,0.7829
-0.0255,0.504,75,-1.2502,0.56,TOKYOPLAST,0.7225
-0.1053,0.4922,57,-1.2517,0.58,MHRIL,0.6364
-0.0298,0.5192,64,-1.2521,0.58,LAXMICOT,0.7184
-0.0045,0.5348,62,-1.2522,0.58,DAMODARIND,0.7759
-0.0117,0.5486,50,-1.2535,0.58,SELMC,0.7341
0.1594,0.6131,65,-1.2547,0.58,MAHAPEXLTD,0.7514
0.1625,0.6237,60,-1.2562,0.58,JHS,0.7314
-0.0718,0.4997,65,-1.2569,0.56,SAKUMA,0.7086
-0.0874,0.5076,54,-1.2587,0.58,SAGARDEEP,0.7803
0.2063,0.6539,56,-1.2633,0.58,CTE,0.7919
0.0843,0.5902,60,-1.2685,0.56,SHRENIK,0.7471
-0.1153,0.505,50,-1.2689,0.58,ARMANFIN,0.7816
0.0038,0.5508,60,-1.2712,0.54,BIL,0.7861
-0.1139,0.4753,72,-1.2726,0.58,ELDEHSG,0.7514
0.0816,0.5724,74,-1.2746,0.5,BLUSPRING,0.7314
0.0381,0.6021,38,-1.2753,0.58,AUSOMENT,0.8391
0.0244,0.588,46,-1.2846,0.58,GICL,0.815
0.4577,0.8016,50,-1.29,0.56,INDOTHAI,0.7283
-0.1285,0.4845,67,-1.2911,0.58,DELTAMAGNT,0.7803
-0.1275,0.4879,66,-1.2929,0.58,MARATHON,0.6897
-0.0718,0.5393,50,-1.2933,0.58,REDTAPE,0.7886
-0.1206,0.5119,52,-1.2948,0.58,SGIL,0.815
-0.1673,0.4831,57,-1.2955,0.54,UGARSUGAR,0.7727
0.0153,0.5562,70,-1.2994,0.56,MOKSH,0.6763
-0.1123,0.5109,58,-1.2999,0.58,IONEXCHANG,0.7257
-0.0678,0.5422,52,-1.3007,0.58,KALYANKJIL,0.7714
-0.0307,0.5431,66,-1.3054,0.58,ELGIRUBCO,0.7714
-0.0287,0.5527,60,-1.3064,0.58,DPABHUSHAN,0.7184
-0.1384,0.4905,67,-1.3118,0.58,UFO,0.7356
-0.0977,0.5155,64,-1.3126,0.58,ANMOL,0.7931
-0.0805,0.5256,63,-1.3138,0.58,MADHAV,0.7399
0.0208,0.5785,62,-1.3154,0.58,AARTECH,0.7341
-0.0007,0.5534,72,-1.3155,0.54,MASKINVEST,0.7803
-0.0317,0.5751,48,-1.319,0.58,ADFFOODS,0.7314
-0.1159,0.5265,52,-1.3192,0.58,SBGLP,0.7919
-0.0142,0.5525,72,-1.3261,0.58,JSLL,0.7069
-0.1169,0.5169,63,-1.3297,0.58,SYNCOMF,0.733
-0.1128,0.5196,62,-1.3312,0.58,KRITI,0.7572
-0.0811,0.5501,52,-1.3316,0.56,LAL,0.7457
0.1636,0.6909,40,-1.3325,0.58,RMDRIP,0.8057
-0.0729,0.5647,46,-1.3331,0.58,INDORAMA,0.7273
-0.1167,0.5303,55,-1.3355,0.58,DBOL,0.7701
-0.061,0.5495,62,-1.3361,0.58,HINDOILEXP,0.7443
-0.0591,0.5784,45,-1.3438,0.58,BAGFILMS,0.7841
0.044,0.6031,64,-1.344,0.56,VEDL,0.7784
-0.0138,0.6102,38,-1.344,0.58,GLFL,0.6532
-0.1247,0.5251,59,-1.3454,0.58,BSHSL,0.7977
-0.0923,0.5471,56,-1.3483,0.58,ASIANHOTNR,0.8092
-0.0675,0.5451,67,-1.3513,0.58,GLOBALVECT,0.6705
-0.1324,0.5155,66,-1.3519,0.58,AJOONI,0.7371
0.0277,0.5916,70,-1.3555,0.58,AVROIND,0.7314
-0.0477,0.5837,49,-1.3567,0.56,INDTERRAIN,0.7399
-0.0441,0.562,67,-1.3618,0.58,PPAP,0.7341
-0.1613,0.4973,72,-1.3627,0.58,GLOBAL,0.7471
-0.0188,0.5925,56,-1.3648,0.58,SRD,0.7644
-0.1677,0.5184,57,-1.3683,0.58,UNIENTER,0.7414
-0.1106,0.5631,49,-1.3784,0.58,SIL,0.8035
-0.1643,0.5327,53,-1.3828,0.58,PYRAMID,0.7341
-0.1131,0.571,45,-1.3845,0.58,MANORG,0.7299
-0.1668,0.5272,59,-1.3917,0.58,GANGESSECU,0.7803
-0.1699,0.5375,52,-1.3944,0.58,SUNDARAM,0.7644
-0.123,0.5627,52,-1.396,0.58,STYLEBAAZA,0.75
-0.0365,0.609,50,-1.3974,0.58,BHANDARI,0.7543
-0.1589,0.5302,63,-1.4015,0.58,GINNIFILA,0.711
-0.0292,0.5763,77,-1.4018,0.58,ZAGGLE,0.6971
-0.1346,0.5491,59,-1.4023,0.58,SIGMA,0.6897
-0.1335,0.5699,46,-1.4039,0.58,ATHERENERG,0.7898
0.1703,0.7252,43,-1.4043,0.58,KSHITIJPOL,0.7688
-0.1585,0.5669,39,-1.4051,0.56,ATALREAL,0.8266
-0.1854,0.5371,52,-1.4099,0.58,WELINV,0.7861
-0.1591,0.5574,50,-1.4168,0.58,AVL,0.7771
-0.1674,0.5366,62,-1.4187,0.58,MAGNUM,0.7931
0.0166,0.6217,68,-1.4222,0.56,AKSHOPTFBR,0.7356
-0.1251,0.5884,44,-1.4283,0.56,SILINV,0.7356
0.0268,0.6407,61,-1.4309,0.58,NORBTEAEXP,0.7399
-0.1209,0.5634,64,-1.4316,0.54,SHAHALLOYS,0.7414
-0.074,0.6021,54,-1.4334,0.58,KILITCH,0.7759
-0.1102,0.5779,58,-1.4337,0.58,MOHITIND,0.7283
-0.1934,0.5394,56,-1.4341,0.58,NITIRAJ,0.8266
-0.1496,0.5518,63,-1.4343,0.58,GLOBE,0.7816
-0.0636,0.5999,60,-1.4368,0.58,APCL,0.7919
-0.1248,0.5639,69,-1.4509,0.58,AGROPHOS,0.7471
-0.1091,0.5847,60,-1.4519,0.58,SOFTTECH,0.7688
-0.0362,0.6313,53,-1.4521,0.58,NPST,0.7399
-0.0984,0.5907,60,-1.4523,0.56,SICALLOG,0.7701
-0.0801,0.5812,74,-1.4527,0.5,CONFIPET,0.7443
0.0262,0.6507,64,-1.4591,0.58,TRU,0.7126
0.0078,0.6398,65,-1.4596,0.58,TREEHOUSE,0.7572
-0.163,0.5719,54,-1.4629,0.56,ALKALI,0.7168
-0.1329,0.5923,51,-1.4649,0.58,FOCUS,0.7168
-0.1747,0.5826,45,-1.4677,0.58,ONESOURCE,0.7841
-0.1267,0.5868,59,-1.4709,0.58,UFBL,0.7688
-0.1736,0.5798,48,-1.4728,0.58,MANOMAY,0.814
0.0038,0.6211,84,-1.4783,0.58,CENTRUM,0.7143
-0.167,0.5658,63,-1.4807,0.58,ORTINGLOBE,0.8035
-0.101,0.5979,65,-1.4836,0.58,ATL,0.7299
-0.1111,0.6064,56,-1.4847,0.58,AIRAN,0.7414
0.0018,0.651,66,-1.4909,0.58,PRAENG,0.7341
-0.0543,0.6212,68,-1.4922,0.58,OSWALSEEDS,0.7414
-0.1811,0.5877,49,-1.4966,0.58,HARDWYN,0.7543
-0.1026,0.6131,59,-1.4974,0.58,SUNDRMBRAK,0.7143
-0.2112,0.5886,38,-1.4983,0.58,IRISDOREME,0.8092
-0.0959,0.6102,64,-1.5013,0.58,DRCSYSTEMS,0.7803
0.013,0.67,61,-1.5013,0.58,GSS,0.7143
-0.1784,0.5882,52,-1.505,0.58,PILITA,0.815
-0.0776,0.601,78,-1.5051,0.58,ICDSLTD,0.7225
-0.1495,0.5694,76,-1.5081,0.58,XELPMOC,0.7399
-0.0943,0.6205,62,-1.5115,0.58,ROSSTECH,0.767
-0.006,0.6576,66,-1.5121,0.58,RVHL,0.7572
-0.1346,0.619,50,-1.5163,0.58,PREMIERPOL,0.7874
-0.0907,0.6536,43,-1.5208,0.58,SIMBHALS,0.7029
-0.1711,0.5784,68,-1.5244,0.58,WSI,0.7052
-0.0739,0.6322,66,-1.5279,0.58,GILLANDERS,0.7759
-0.1662,0.5938,62,-1.532,0.56,ACI,0.7299
-0.0146,0.6679,64,-1.5354,0.56,SHAH,0.7746
