Ann. Return,Max DD,Turnover,Fitness,Threshold,Ticker,Accuracy
0.4958,0.4256,43,-0.4796,0.58,SUMEETINDS,0.7919
0.0625,0.1945,54,-0.4799,0.58,MAHLIFE,0.8295
0.1437,0.2214,63,-0.48,0.52,EIHAHOTELS,0.7759
0.0574,0.2001,48,-0.4801,0.58,CHOLAHLDNG,0.72
0.3002,0.3212,48,-0.4801,0.54,SHREYANIND,0.7414
0.1305,0.2215,59,-0.4801,0.58,TATAELXSI,0.7273
0.0374,0.1906,48,-0.4803,0.58,KAJARIACER,0.8295
0.0815,0.2144,46,-0.4803,0.52,PITTIENG,0.763
0.2146,0.2932,38,-0.4803,0.56,FILATEX,0.8286
0.101,0.2194,50,-0.4806,0.58,GLOSTERLTD,0.8114
-0.011,0.1658,49,-0.4818,0.58,BAJAJHFL,0.7045
0.065,0.1839,63,-0.4819,0.58,TATATECH,0.7727
0.0673,0.2051,49,-0.4822,0.58,MANALIPETC,0.7727
0.2562,0.3348,24,-0.4824,0.58,SUPREMEENG,0.8736
0.317,0.2993,71,-0.4833,0.58,RTNINDIA,0.7443
0.128,0.2482,40,-0.4839,0.58,UNIDT,0.8382
0.0736,0.1917,61,-0.484,0.56,AURUM,0.8
0.2081,0.256,63,-0.484,0.58,NAVKARCORP,0.7257
0.0304,0.1887,48,-0.4842,0.58,ADANIPORTS,0.8
0.3371,0.3443,46,-0.4844,0.58,LYKALABS,0.8035
0.1122,0.2212,54,-0.4845,0.58,SIEMENS,0.8343
0.1827,0.2567,54,-0.4849,0.58,AEGISVOPAK,0.7886
0.2933,0.3121,54,-0.4852,0.58,RPSGVENT,0.7771
0.0486,0.216,36,-0.4858,0.58,HSCL,0.858
0.2478,0.2796,61,-0.4858,0.58,CMSINFO,0.76
0.0458,0.2078,41,-0.4863,0.58,LT,0.8011
0.1732,0.2532,54,-0.4867,0.58,SENORES,0.8068
0.1112,0.2362,44,-0.4868,0.58,ETERNAL,0.8114
0.1106,0.2164,58,-0.4869,0.58,JUNIPER,0.767
0.2085,0.2812,47,-0.4882,0.58,IFBIND,0.7771
0.1665,0.2465,57,-0.4884,0.56,AFCONS,0.6932
0.1837,0.2594,54,-0.4885,0.58,WCIL,0.7443
0.0445,0.1977,48,-0.4888,0.58,AXITA,0.7126
0.3745,0.337,66,-0.4892,0.58,ASTRON,0.7874
0.2373,0.2685,66,-0.4893,0.56,LUMAXIND,0.7759
0.1093,0.2117,61,-0.4894,0.58,NAHARPOLY,0.8161
0.0502,0.1899,56,-0.4904,0.58,TCPLPACK,0.8161
0.1897,0.2546,60,-0.4909,0.58,PROSTARM,0.7429
0.0866,0.2372,36,-0.4912,0.58,UFLEX,0.7644
0.1304,0.2215,63,-0.4916,0.5,GUJTHEM,0.7159
0.4437,0.3777,63,-0.4927,0.58,JAYBARMARU,0.7701
0.2207,0.283,52,-0.4931,0.58,QPOWER,0.8523
0.1452,0.2547,46,-0.4949,0.56,BAJAJELEC,0.7443
0.2125,0.2529,71,-0.4951,0.58,IGARASHI,0.7216
0.134,0.2295,59,-0.4954,0.58,ORBTEXP,0.8092
0.2425,0.2771,64,-0.4956,0.56,NITCO,0.7471
0.1324,0.2424,50,-0.4962,0.58,BHAGERIA,0.7874
0.3597,0.3285,70,-0.4962,0.58,KAVDEFENCE,0.7386
0.2261,0.2746,61,-0.4964,0.54,JUBLINGREA,0.7614
0.1751,0.252,59,-0.4965,0.52,PRECAM,0.6932
0.0153,0.1892,47,-0.4966,0.58,JSWCEMENT,0.8011
0.0242,0.1829,55,-0.4977,0.58,EIHOTEL,0.7557
0.1,0.2301,48,-0.4981,0.58,MANAKCOAT,0.8161
0.0507,0.1905,59,-0.4988,0.54,SHREDIGCEM,0.7486
0.152,0.2497,53,-0.4989,0.58,SWSOLAR,0.72
0.2217,0.2881,50,-0.499,0.58,MSPL,0.7919
0.2036,0.2631,62,-0.4998,0.58,MOIL,0.7657
0.1341,0.2314,60,-0.5002,0.58,TIMKEN,0.7771
0.1299,0.2522,44,-0.5003,0.58,MURUDCERA,0.8229
0.0796,0.2079,58,-0.501,0.58,NORTHARC,0.8182
0.1603,0.2256,74,-0.5011,0.58,ABLBL,0.7386
0.1338,0.2204,68,-0.5012,0.58,SJVN,0.7543
0.4555,0.4244,38,-0.5013,0.5,GVPIL,0.7955
0.0434,0.1916,56,-0.5016,0.58,ALBERTDAVD,0.7861
0.0918,0.2172,56,-0.5018,0.56,KROSS,0.7955
0.0198,0.1972,44,-0.5019,0.58,PIXTRANS,0.7977
0.3189,0.3266,59,-0.5019,0.58,MOSCHIP,0.7955
0.0926,0.2419,39,-0.502,0.58,POLYCAB,0.8239
0.0967,0.2391,42,-0.5022,0.58,MEDANTA,0.8333
0.1236,0.2483,45,-0.5022,0.58,RELAXO,0.7471
0.1255,0.2452,48,-0.5028,0.58,ORIENTBELL,0.8046
0.2,0.2679,59,-0.5035,0.58,BALAMINES,0.8466
0.0325,0.1854,58,-0.5039,0.58,METROPOLIS,0.7943
0.4174,0.358,72,-0.5056,0.54,DEVIT,0.7586
0.1438,0.2514,51,-0.5064,0.56,TCIEXP,0.7746
0.0338,0.2153,38,-0.5065,0.56,GANDHITUBE,0.8035
0.0993,0.2283,52,-0.5068,0.58,BFINVEST,0.7701
0.0837,0.2062,63,-0.5077,0.58,RELIANCE,0.767
0.1048,0.2344,50,-0.5078,0.58,RKDL,0.8046
0.0588,0.2012,58,-0.5083,0.58,FINCABLES,0.8011
0.0896,0.2025,68,-0.5085,0.58,GPIL,0.7727
0.0989,0.2099,65,-0.5088,0.58,SWELECTES,0.7688
-0.0066,0.1826,48,-0.5089,0.58,INOXINDIA,0.7886
0.159,0.2444,63,-0.5097,0.54,ATGL,0.7314
0.2062,0.269,62,-0.51,0.58,DOLLAR,0.7356
0.182,0.2755,49,-0.5106,0.56,BIRLANU,0.7514
0.2305,0.2855,60,-0.511,0.56,OSWALPUMPS,0.6989
0.0985,0.2229,57,-0.5111,0.58,DEEPAKNTR,0.7701
0.0254,0.2024,46,-0.5115,0.58,PRSMJOHNSN,0.8046
0.0205,0.1937,51,-0.5118,0.56,SBILIFE,0.7727
0.128,0.2488,50,-0.5125,0.58,CESC,0.7657
0.2016,0.2802,54,-0.514,0.52,CARRARO,0.7701
0.0362,0.1875,62,-0.5149,0.56,UTIAMC,0.8068
0.2126,0.2711,65,-0.5154,0.52,LUXIND,0.7314
0.0254,0.1936,54,-0.5161,0.58,DOMS,0.7943
0.0192,0.1924,53,-0.5163,0.58,PFC,0.75
0.04,0.2136,45,-0.5166,0.58,BRNL,0.7586
0.0749,0.2159,56,-0.5169,0.56,ADVANIHOTR,0.7829
0.0382,0.2075,49,-0.5169,0.58,ALKYLAMINE,0.7657
0.2283,0.2878,59,-0.5169,0.58,RAMASTEEL,0.7069
0.0638,0.2306,42,-0.5174,0.58,COMSYN,0.76
0.1068,0.2446,48,-0.5188,0.58,ADANIGREEN,0.7784
0.2453,0.2907,64,-0.5191,0.56,APEX,0.7829
0.0138,0.2001,46,-0.5193,0.58,SREEL,0.815
0.1815,0.2708,56,-0.5202,0.58,MODISONLTD,0.8
0.068,0.2254,48,-0.5215,0.58,DVL,0.7572
0.2026,0.277,60,-0.5229,0.58,MEIL,0.76
0.2528,0.3094,55,-0.5231,0.52,SIGMAADV,0.8229
0.117,0.2193,71,-0.5233,0.58,IRCON,0.7102
0.1842,0.2739,56,-0.5235,0.58,UNIMECH,0.7886
0.0192,0.2113,42,-0.524,0.58,RAINBOW,0.8218
0.1237,0.2256,69,-0.5247,0.54,BHARATWIRE,0.76
0.2345,0.3033,54,-0.5263,0.58,JISLJALEQS,0.7314
0.1168,0.2452,53,-0.5268,0.58,WEIZMANIND,0.7977
0.0214,0.2005,51,-0.527,0.56,PONNIERODE,0.8208
0.0681,0.2294,48,-0.527,0.5,BAJAJHLDNG,0.7614
0.0303,0.2179,43,-0.5276,0.58,ULTRACEMCO,0.8182
0.0334,0.1993,57,-0.5282,0.58,JKLAKSHMI,0.7086
0.0075,0.1967,50,-0.5295,0.56,TASTYBITE,0.7644
0.1149,0.2439,55,-0.5308,0.58,ANDHRAPAP,0.7874
0.0441,0.2236,45,-0.531,0.58,NESTLEIND,0.7955
0.178,0.2635,64,-0.5318,0.58,RKSWAMY,0.7886
0.2305,0.3338,33,-0.532,0.58,GLOBUSSPR,0.7759
0.0376,0.2098,53,-0.5325,0.58,LAOPALA,0.7784
-0.0164,0.1969,43,-0.5329,0.58,PNBHOUSING,0.8
0.0514,0.2085,59,-0.5332,0.58,BHARTIARTL,0.75
0.1017,0.2308,60,-0.5333,0.56,EIMCOELECO,0.7977
0.0257,0.1997,56,-0.5338,0.58,NH,0.7714
0.0141,0.1775,68,-0.534,0.58,NMDC,0.7898
0.0156,0.1881,61,-0.534,0.58,BEL,0.8011
0.0706,0.2201,57,-0.5343,0.58,KANSAINER,0.7572
0.2424,0.2999,62,-0.5345,0.58,HUHTAMAKI,0.7943
0.0636,0.2143,60,-0.5355,0.58,REPCOHOME,0.7727
0.0096,0.218,38,-0.5356,0.58,TEAMLEASE,0.7529
0.0814,0.2371,50,-0.5356,0.56,ENTERO,0.8457
0.322,0.3526,53,-0.5356,0.58,DSSL,0.7644
0.195,0.3001,46,-0.5358,0.58,TDPOWERSYS,0.8409
0.1439,0.2641,53,-0.5358,0.56,PFS,0.7429
0.2009,0.2819,60,-0.5363,0.58,AARVI,0.8324
0.1296,0.2517,57,-0.5366,0.58,JKCEMENT,0.7829
-0.0193,0.2002,41,-0.5368,0.58,SBIN,0.7657
0.0058,0.1952,53,-0.5369,0.58,SUPREMEIND,0.7874
0.3416,0.3507,62,-0.5369,0.54,SHIVALIK,0.7543
0.125,0.2413,63,-0.5375,0.58,MASFIN,0.7771
0.0381,0.2196,48,-0.5383,0.58,ESAFSFB,0.7714
0.0522,0.2071,61,-0.5383,0.58,MADRASFERT,0.7457
-0.0176,0.1986,43,-0.5383,0.58,MONARCH,0.7931
0.129,0.25,59,-0.5386,0.58,PROTEAN,0.6932
0.3638,0.3688,57,-0.5386,0.58,NIRAJISPAT,0.8035
0.118,0.2713,40,-0.5388,0.58,NRBBEARING,0.8286
0.0667,0.2368,46,-0.539,0.58,NCLIND,0.8046
0.101,0.2425,54,-0.5402,0.52,PSPPROJECT,0.7803
0.3072,0.3518,50,-0.5402,0.56,MAPMYINDIA,0.7241
0.4024,0.3621,76,-0.5403,0.58,TARAPUR,0.7299
0.0917,0.2432,51,-0.5405,0.56,MUNJALAU,0.7714
0.0714,0.2283,55,-0.5415,0.58,NAM-INDIA,0.7955
0.1086,0.2632,44,-0.5427,0.56,UNIONBANK,0.8295
0.1037,0.2686,38,-0.5433,0.58,VLSFINANCE,0.8035
0.1327,0.2408,69,-0.5449,0.58,HUDCO,0.7898
0.2923,0.3464,50,-0.545,0.58,TOTAL,0.8208
0.2667,0.3177,61,-0.545,0.58,AKI,0.7399
0.1124,0.2373,64,-0.5451,0.58,MRF,0.7657
0.1019,0.2553,48,-0.5452,0.58,GULFOILLUB,0.75
0.0142,0.2046,53,-0.5455,0.56,BAJAJ-AUTO,0.8352
0.417,0.376,73,-0.5461,0.58,BCONCEPTS,0.7399
0.0531,0.2478,36,-0.5464,0.58,SONAMLTD,0.815
0.1667,0.2865,49,-0.5472,0.56,STEELCAS,0.7874
0.1167,0.2309,70,-0.5473,0.58,PODDARMENT,0.7225
0.1806,0.2926,50,-0.5474,0.58,RAIN,0.7829
0.4162,0.3931,62,-0.548,0.58,DELPHIFX,0.8046
0.119,0.271,44,-0.5486,0.58,TBZ,0.7943
0.1635,0.268,62,-0.5487,0.56,LTF,0.7955
0.1206,0.2617,52,-0.5506,0.58,SANGHVIMOV,0.7443
0.057,0.2357,48,-0.5509,0.58,PCJEWELLER,0.7386
0.0436,0.2131,59,-0.5511,0.56,CREDITACC,0.8057
0.1074,0.2715,40,-0.5512,0.58,HITECHCORP,0.8439
0.0353,0.2234,49,-0.5515,0.56,INDIANB,0.7886
0.0252,0.2042,59,-0.5517,0.58,GHCL,0.72
0.1229,0.2642,52,-0.5533,0.58,BELRISE,0.8068
0.3116,0.3406,64,-0.5535,0.58,ELECTHERM,0.7701
0.0678,0.235,53,-0.5536,0.58,DLF,0.7943
0.0114,0.2166,46,-0.5547,0.58,CRAFTSMAN,0.8324
0.1217,0.2388,70,-0.5548,0.58,DAMCAPITAL,0.7159
0.0292,0.2142,54,-0.5553,0.56,KINGFA,0.8324
0.0689,0.2436,48,-0.5554,0.58,ADVENZYMES,0.7943
0.0645,0.2308,56,-0.5562,0.58,RKFORGE,0.7955
0.0632,0.2364,52,-0.5574,0.58,BANDHANBNK,0.7955
0.1378,0.2538,65,-0.5576,0.58,ARSHIYA,0.7514
0.5929,0.4858,62,-0.5579,0.58,LEXUS,0.7688
0.128,0.2765,46,-0.558,0.58,SHIVAUM,0.7919
0.0204,0.1967,65,-0.5587,0.58,ATUL,0.7714
0.0268,0.1985,66,-0.5587,0.56,SIRCA,0.7143
0.1772,0.3063,43,-0.5589,0.56,BRIGHOTEL,0.7816
0.1855,0.2879,59,-0.5589,0.58,EPIGRAL,0.7314
0.1211,0.2422,69,-0.5594,0.58,TTML,0.6989
0.1403,0.2887,43,-0.56,0.58,AJAXENGG,0.7943
0.0118,0.2102,53,-0.5601,0.58,PRAJIND,0.7886
0.138,0.2711,55,-0.5605,0.58,LTM,0.733
0.0428,0.2423,42,-0.5617,0.58,FLUOROCHEM,0.84
-0.022,0.2043,46,-0.562,0.58,ASKAUTOLTD,0.8
0.2168,0.3166,51,-0.5622,0.58,KIRLPNU,0.8171
0.1641,0.2818,57,-0.5624,0.58,JKTYRE,0.7543
0.0332,0.2092,62,-0.5624,0.58,HIRECT,0.7829
0.2314,0.3176,56,-0.5629,0.58,COFFEEDAY,0.7557
0.0884,0.2361,62,-0.563,0.58,VASWANI,0.8035
0.1776,0.2879,58,-0.563,0.58,RAYMONDREL,0.7102
0.174,0.2837,59,-0.563,0.54,NUCLEUS,0.7529
0.0886,0.2745,36,-0.564,0.56,LOKESHMACH,0.8563
0.1082,0.2471,63,-0.5649,0.56,PTC,0.7273
0.034,0.2204,55,-0.5658,0.58,AIAENG,0.7514
0.1562,0.2921,48,-0.5659,0.58,INDOAMIN,0.7989
0.088,0.2561,50,-0.5663,0.58,BOSCH-HCIL,0.8352
0.0155,0.2266,45,-0.567,0.5,HOMEFIRST,0.7529
0.1056,0.2649,50,-0.567,0.56,JSWHL,0.7371
0.1701,0.2703,68,-0.5671,0.58,LOTUSEYE,0.7977
-0.0091,0.1993,56,-0.5676,0.58,SUNDARMFIN,0.7771
-0.0345,0.2059,42,-0.5677,0.58,JMA,0.8382
0.1592,0.2898,52,-0.5681,0.56,WHEELS,0.8295
0.1125,0.272,48,-0.5685,0.58,IGCL,0.7714
0.1076,0.2444,66,-0.5688,0.58,MAWANASUG,0.8068
0.0956,0.2807,36,-0.5692,0.58,MACPOWER,0.7931
0.1542,0.2707,63,-0.5693,0.58,KRITINUT,0.7746
0.1502,0.2845,53,-0.5694,0.56,ANANTRAJ,0.8125
0.0466,0.228,56,-0.5694,0.58,ASAHIINDIA,0.8057
0.3179,0.3543,62,-0.5699,0.52,VENUSREM,0.8092
0.2093,0.2916,69,-0.57,0.56,JPPOWER,0.7045
0.1718,0.2738,68,-0.57,0.58,KSOLVES,0.7314
0.2704,0.3429,54,-0.5707,0.58,SILGO,0.8621
0.0534,0.2307,57,-0.5708,0.58,AARTIPHARM,0.7714
0.046,0.2179,64,-0.5717,0.58,ADANIPOWER,0.7955
0.5876,0.51,49,-0.5723,0.58,MANAKALUCO,0.72
0.0974,0.2716,44,-0.5723,0.58,PRIVISCL,0.8621
0.1441,0.2792,55,-0.5724,0.58,PRITIKAUTO,0.7701
0.1975,0.2961,63,-0.5736,0.58,FSL,0.7273
0.1185,0.2643,58,-0.5758,0.58,AEROFLEX,0.7714
0.3566,0.3743,64,-0.5758,0.56,TRIGYN,0.7471
0.2265,0.3145,61,-0.5759,0.58,NIBE,0.7216
0.2886,0.3527,56,-0.576,0.56,POLYMED,0.7784
0.0903,0.2623,50,-0.5764,0.56,ARVIND,0.8636
0.1182,0.2488,68,-0.577,0.58,KOLTEPATIL,0.8256
0.1016,0.2845,38,-0.5771,0.58,SHANKARA,0.7861
0.3052,0.3493,64,-0.5773,0.58,ATLANTAA,0.7759
0.2648,0.3363,59,-0.5774,0.58,FUSION,0.7874
0.0523,0.2397,53,-0.5777,0.58,MBAPL,0.8239
0.0356,0.2075,69,-0.5778,0.58,RUBFILA,0.7644
0.1345,0.2875,48,-0.5784,0.56,VENKEYS,0.7471
0.1995,0.318,50,-0.5785,0.54,HCC,0.733
0.0972,0.2748,44,-0.5789,0.58,MENONBE,0.8678
0.0639,0.2411,56,-0.5793,0.58,CENTUM,0.8506
0.1277,0.2636,62,-0.5798,0.58,VITAL,0.75
0.0827,0.2646,47,-0.5808,0.52,APARINDS,0.7657
0.0316,0.2233,58,-0.5808,0.58,NUVOCO,0.7371
0.0864,0.2591,52,-0.5812,0.58,MAGADSUGAR,0.7529
0.1242,0.2694,58,-0.5813,0.58,HMAAGRO,0.7414
0.1491,0.2838,57,-0.5814,0.54,CAMPUS,0.7657
0.0396,0.2353,53,-0.5815,0.58,GLENMARK,0.8693
0.0723,0.2452,57,-0.5818,0.56,VGUARD,0.8161
0.0304,0.2133,65,-0.5819,0.58,RCF,0.7314
0.1441,0.3018,43,-0.5823,0.58,COHANCE,0.7371
-0.026,0.2035,53,-0.5835,0.58,LUPIN,0.8068
0.1618,0.2828,63,-0.5837,0.58,JAICORPLTD,0.7143
0.2378,0.3284,58,-0.5838,0.56,JAYNECOIND,0.7841
0.2689,0.3397,60,-0.584,0.58,KEYFINSERV,0.7803
0.044,0.2504,45,-0.5847,0.58,MARUTI,0.7841
-0.0034,0.2041,61,-0.5849,0.58,BANKBARODA,0.7955
0.1265,0.2722,58,-0.5855,0.56,AAATECH,0.7399
0.0139,0.2375,44,-0.5862,0.58,KTKBANK,0.8352
0.0165,0.2045,67,-0.5862,0.58,ALKEM,0.7861
-0.0165,0.1939,63,-0.5863,0.58,CIEINDIA,0.7688
0.0161,0.221,56,-0.5868,0.56,ENIL,0.7184
0.1068,0.2488,68,-0.5873,0.58,SUKHJITS,0.7977
0.0917,0.2597,56,-0.5876,0.58,SBICARD,0.7371
0.0443,0.2399,53,-0.5878,0.58,TVSHLTD,0.7586
0.1428,0.291,52,-0.5878,0.58,VERANDA,0.7943
0.1267,0.2769,56,-0.5879,0.58,BUTTERFLY,0.7759
0.078,0.228,73,-0.5879,0.58,INVENTURE,0.7356
0.2137,0.317,59,-0.5879,0.56,WALCHANNAG,0.7386
0.2979,0.357,60,-0.5895,0.58,CROWN,0.7399
0.1574,0.2997,52,-0.5897,0.58,SHREEPUSHK,0.7557
-0.0003,0.2169,55,-0.5904,0.58,DIXON,0.7727
0.0441,0.2326,60,-0.5916,0.56,COCHINSHIP,0.7386
0.1279,0.2774,58,-0.5917,0.58,SURYAROSNI,0.7614
0.1771,0.2997,59,-0.5919,0.52,JUSTDIAL,0.7299
0.1664,0.2996,56,-0.592,0.58,SOTL,0.7727
0.0034,0.2408,40,-0.5924,0.58,DIVISLAB,0.8229
0.0069,0.2019,69,-0.594,0.58,CAMS,0.7257
0.0478,0.2511,49,-0.5943,0.56,NUVAMA,0.7771
0.153,0.2904,59,-0.5954,0.58,FEDFINA,0.8011
0.165,0.3023,54,-0.5957,0.58,TAINWALCHM,0.8208
0.1819,0.2911,68,-0.5958,0.58,ORIENTCER,0.7759
0.2053,0.3235,54,-0.5959,0.58,RACLGEAR,0.8
0.1742,0.3197,46,-0.5965,0.58,SUBEXLTD,0.7657
0.1911,0.316,55,-0.5971,0.58,EPACK,0.7102
0.1796,0.3062,58,-0.5976,0.58,SCODATUBES,0.7557
0.0616,0.2527,54,-0.5981,0.54,IKS,0.7771
-0.0115,0.1939,70,-0.5982,0.58,VMM,0.7216
0.0313,0.2362,55,-0.5983,0.58,AUBANK,0.76
0.0254,0.2401,50,-0.5984,0.58,XCHANGING,0.7471
0.0245,0.2534,41,-0.5994,0.58,GREENPLY,0.7543
0.1039,0.2774,52,-0.5994,0.56,DATAPATTNS,0.8114
0.227,0.3314,58,-0.6005,0.58,SKMEGGPROD,0.7898
0.2706,0.338,68,-0.6008,0.52,MANAKSTEEL,0.7701
0.1446,0.2933,55,-0.6018,0.58,BANSWRAS,0.7733
0.1953,0.2894,76,-0.6019,0.5,RHL,0.6897
0.0134,0.2513,40,-0.6029,0.58,TBOTEK,0.7727
-0.0002,0.2252,53,-0.6029,0.56,TNPL,0.7586
0.1191,0.2659,67,-0.6031,0.56,SANOFICONR,0.8011
0.0506,0.2498,54,-0.6032,0.54,NITINSPIN,0.8286
0.1051,0.2795,52,-0.6033,0.58,KDDL,0.7989
0.1819,0.2941,69,-0.6034,0.58,BIGBLOC,0.7143
0.0327,0.2258,65,-0.6036,0.56,SAMMAANCAP,0.7443
0.0288,0.2394,54,-0.6042,0.58,TRIDENT,0.72
0.134,0.2847,59,-0.606,0.58,DOLATALGO,0.7803
-0.0257,0.2061,59,-0.6064,0.58,MARICO,0.8114
0.1354,0.2867,59,-0.6066,0.58,REFEX,0.7429
0.0191,0.2393,52,-0.6073,0.58,ZYDUSWELL,0.7216
0.2154,0.3233,62,-0.6074,0.58,BAJEL,0.75
0.0631,0.2594,53,-0.608,0.58,RAMCOCEM,0.7586
0.2584,0.3622,50,-0.608,0.58,UNIVCABLES,0.8068
0.1059,0.2946,44,-0.609,0.58,MMFL,0.8629
0.1277,0.2699,69,-0.6093,0.58,GODFRYPHLP,0.7314
0.0317,0.2578,44,-0.6096,0.58,WSTCSTPAPR,0.8114
0.1782,0.3143,56,-0.6103,0.58,TECHNOE,0.7829
0.3022,0.3707,60,-0.6107,0.58,SEJALLTD,0.7371
0.0858,0.2593,62,-0.6109,0.58,CONCORDBIO,0.7701
0.1288,0.2877,58,-0.6114,0.58,BANKINDIA,0.8125
0.0868,0.2716,54,-0.6124,0.58,RITCO,0.7977
0.181,0.3045,65,-0.6126,0.56,SHAKTIPUMP,0.7159
0.6512,0.5599,50,-0.6132,0.58,TCIFINANCE,0.7861
0.0944,0.2788,53,-0.6137,0.58,NBCC,0.733
0.0399,0.271,39,-0.6141,0.58,KRYSTAL,0.7299
-0.0061,0.2304,51,-0.6143,0.58,HISARMETAL,0.7514
0.2668,0.3657,53,-0.6151,0.52,KPEL,0.7102
0.1529,0.3045,56,-0.6153,0.58,CHENNPETRO,0.8466
0.0554,0.2715,45,-0.6154,0.58,THANGAMAYL,0.8182
0.0769,0.259,61,-0.6154,0.5,ORIENTPPR,0.7086
0.1273,0.2766,66,-0.6155,0.58,INTERARCH,0.7816
0.0924,0.2703,59,-0.6158,0.58,FISCHER,0.7159
0.2654,0.349,64,-0.6165,0.58,NIPPOBATRY,0.7759
0.0352,0.2359,63,-0.6166,0.58,MFSL,0.7429
0.0455,0.2661,45,-0.6168,0.56,MAHESHWARI,0.8324
0.2404,0.3575,50,-0.6183,0.58,EQUIPPP,0.8276
0.1495,0.3092,52,-0.6192,0.58,CLSEL,0.7572
0.0473,0.2564,54,-0.6197,0.58,RML,0.7829
0.0404,0.244,60,-0.62,0.58,INDIASHLTR,0.8046
0.271,0.3733,51,-0.6206,0.56,DELTACORP,0.7386
0.1194,0.2932,54,-0.6213,0.54,DIACABS,0.8343
0.1518,0.3009,60,-0.6214,0.58,TIPSMUSIC,0.84
0.6835,0.5513,70,-0.6215,0.58,CEREBRAINT,0.711
0.0518,0.2605,53,-0.6215,0.54,360ONE,0.7816
0.1181,0.2847,60,-0.6217,0.58,APTECHT,0.7614
0.0443,0.2757,40,-0.6221,0.58,UNIPARTS,0.8333
0.0752,0.2886,42,-0.6221,0.58,KANORICHEM,0.8286
0.192,0.3136,66,-0.6248,0.56,KITEX,0.7471
0.0731,0.2624,61,-0.6249,0.58,NTPCGREEN,0.7614
0.1846,0.3116,65,-0.6253,0.56,A2ZINFRA,0.7356
0.0536,0.2528,61,-0.6262,0.58,ORIENTELEC,0.7486
0.0764,0.2884,44,-0.6269,0.58,KIRLOSENG,0.8276
0.0998,0.2788,59,-0.6274,0.58,BCLIND,0.7644
0.2094,0.3259,65,-0.6281,0.54,NGLFINE,0.8
0.0314,0.2316,68,-0.6284,0.58,VIDHIING,0.8092
0.1304,0.2985,57,-0.6285,0.56,SURAJEST,0.7614
-0.0056,0.2387,51,-0.6288,0.58,GODIGIT,0.7657
-0.0013,0.24,52,-0.6289,0.58,GAIL,0.8295
0.2706,0.3726,54,-0.6298,0.58,HARIOMPIPE,0.7644
0.0418,0.2426,65,-0.6302,0.56,MANKIND,0.7586
0.0365,0.2442,63,-0.6319,0.58,MSUMI,0.7429
0.1148,0.2827,64,-0.6323,0.58,RICOAUTO,0.7443
0.1761,0.3163,62,-0.6336,0.58,AJMERA,0.7143
0.0452,0.2637,53,-0.6337,0.58,GABRIEL,0.7714
0.2176,0.3194,75,-0.6342,0.56,ORIENTTECH,0.7557
0.0867,0.2718,62,-0.6351,0.52,GPTINFRA,0.7586
0.1857,0.3363,52,-0.6354,0.54,JGCHEM,0.7943
0.5496,0.4892,72,-0.6358,0.58,REGENCERAM,0.7241
0.0979,0.2853,57,-0.6365,0.54,POLICYBZR,0.7989
0.0441,0.2522,62,-0.6365,0.56,NIACL,0.7614
0.2235,0.3523,55,-0.6373,0.5,IFCI,0.7955
0.0296,0.247,60,-0.6377,0.58,BVCL,0.8092
0.1939,0.3346,57,-0.6381,0.58,RAMCOSYS,0.7429
-0.0147,0.2433,48,-0.6392,0.58,AGARWALEYE,0.7816
-0.0596,0.2327,40,-0.6394,0.58,MWL,0.84
0.1611,0.3349,46,-0.6408,0.58,VMART,0.8103
-0.0241,0.2399,48,-0.641,0.58,MAHSEAMLES,0.7771
0.2249,0.3316,71,-0.6411,0.52,BHARATGEAR,0.7429
0.0568,0.2669,58,-0.6418,0.56,SHANTIGOLD,0.767
0.0708,0.2789,54,-0.6423,0.58,RHIM,0.7759
0.1473,0.3121,58,-0.6426,0.54,63MOONS,0.7371
0.0279,0.2503,60,-0.644,0.58,IMAGICAA,0.7657
0.0951,0.2807,62,-0.6446,0.58,KRONOX,0.7701
0.1263,0.3105,52,-0.6451,0.58,ALPA,0.7572
0.0573,0.2794,50,-0.6451,0.5,APTUS,0.7126
0.0952,0.273,68,-0.6452,0.58,JAMNAAUTO,0.7486
-0.0507,0.2259,50,-0.6454,0.58,GRANULES,0.7943
0.038,0.2495,64,-0.6459,0.52,CSLFINANCE,0.7283
0.0047,0.2391,60,-0.646,0.56,CARERATING,0.7931
0.0942,0.2729,68,-0.647,0.58,CENTEXT,0.7874
0.0881,0.2714,68,-0.6479,0.56,REDINGTON,0.8011
0.1114,0.3086,50,-0.6486,0.58,SARLAPOLY,0.84
0.0637,0.275,57,-0.649,0.58,GUFICBIO,0.8057
0.2151,0.3696,44,-0.6492,0.58,ALLCARGO,0.767
0.1254,0.3102,54,-0.6501,0.56,SIGNPOST,0.7529
-0.0268,0.2182,66,-0.6517,0.56,ABCAPITAL,0.7657
0.0752,0.29,51,-0.6522,0.58,EUROBOND,0.8092
0.0746,0.2886,53,-0.6532,0.58,SALASAR,0.7386
-0.0219,0.215,71,-0.6535,0.58,TATACONSUM,0.733
0.0772,0.2739,64,-0.6544,0.58,PDMJEPAPER,0.7299
0.1765,0.36,39,-0.6549,0.58,ABAN,0.6971
0.2082,0.3602,50,-0.655,0.58,VIMTALABS,0.8
-0.027,0.2482,46,-0.6557,0.58,GPTHEALTH,0.8103
0.1168,0.3034,58,-0.6557,0.58,MUFTI,0.7143
-0.0198,0.229,62,-0.656,0.58,GICRE,0.7989
